ALFABETA;"PRINCIPIO ACTIVO";"MARCA COMERCIAL";PRESENTACION;LABORATORIO;"PVP PAMI AL 30/04/2021";COBERTURA;"IMPORTE AFILIADO"
20365;formoterol;"OXIS TURBUHALER";"9 mcg env.x 60 dosis";AstraZeneca;630.91;80;126.18
30227;"lisado bacteriano";LUIVAC;"comp.x 14";AstraZeneca;947.24;50;473.62
23361;"lisado bacteriano";LUIVAC;"comp.x 28";AstraZeneca;1718.44;50;859.22
2397;lisinopril;ZESTRIL;"10 mg comp.x 30";AstraZeneca;262.78;60;105.11
3249;lisinopril;ZESTRIL;"10 mg comp.x 60";AstraZeneca;442.06;60;176.82
3250;lisinopril;ZESTRIL;"20 mg comp.x 30";AstraZeneca;410.21;60;164.08
12222;lisinopril;ZESTRIL;"20 mg comp.x 60";AstraZeneca;642.34;60;256.94
55480;metoprolol;BELOZOK;"100mg comp.lib.prol.x 28";AstraZeneca;725.96;60;290.38
55478;metoprolol;BELOZOK;"25 mg comp.lib.prol.x 28";AstraZeneca;490.09;60;196.04
55479;metoprolol;BELOZOK;"50 mg comp.lib.prol.x 28";AstraZeneca;582.7;60;233.08
47956;naproxeno+esomeprazol;VIMOVO;"comp.lib.modif.x 30";AstraZeneca;1315.87;50;657.94
24272;omeprazol;"LOSEC MUPS";"10 mg comp.x 14";AstraZeneca;132.26;50;66.13
24273;omeprazol;"LOSEC MUPS";"20 mg comp.x 14";AstraZeneca;229.96;50;114.98
24274;omeprazol;"LOSEC MUPS";"20 mg comp.x 28";AstraZeneca;834.42;50;417.21
4378;propranolol;INDERAL;"40 mg comp.x 20";AstraZeneca;64.33;60;25.73
4379;propranolol;INDERAL;"40 mg comp.x 50";AstraZeneca;112.16;60;44.86
4381;propranolol;INDERAL;"80 mg comp.x 50";AstraZeneca;175.71;60;70.28
45269;quetiapina;ETIASEL;"100 mg comp.x 30";AstraZeneca;4444.33;50;2222.17
47955;quetiapina;"ETIASEL XR";"150 mg comp.x 30";AstraZeneca;4709.63;50;2354.82
45270;quetiapina;ETIASEL;"200 mg comp.x 30";AstraZeneca;5808.91;50;2904.46
42667;quetiapina;"ETIASEL XR";"200 mg comp.x 30";AstraZeneca;6287.61;50;3143.81
45268;quetiapina;ETIASEL;"25 mg comp.x 30";AstraZeneca;2761.08;50;1380.54
45271;quetiapina;ETIASEL;"300 mg comp.x 30";AstraZeneca;7019.38;50;3509.69
42668;quetiapina;"ETIASEL XR";"300 mg comp.x 30";AstraZeneca;8383.82;50;4191.91
42669;quetiapina;"ETIASEL XR";"400 mg comp.x 30";AstraZeneca;12574.91;50;6287.46
42666;quetiapina;"ETIASEL XR";"50 mg comp.x 30";AstraZeneca;5743.01;50;2871.51
46877;roflumilast;DAXAS;"500 mcg comp.x 30";AstraZeneca;1826.22;50;913.11
37951;rosuvastatina;CRESTOR;"10 mg comp.x 14";AstraZeneca;634.9;50;317.45
33100;rosuvastatina;CRESTOR;"10 mg comp.x 28";AstraZeneca;1288.14;50;644.07
47116;rosuvastatina;CRESTOR;"10 mg comp.x 56";AstraZeneca;2576.26;50;1288.13
33101;rosuvastatina;CRESTOR;"20 mg comp.x 28";AstraZeneca;2320.23;50;1160.12
47117;rosuvastatina;CRESTOR;"20 mg comp.x 56";AstraZeneca;4640.54;50;2320.27
33102;rosuvastatina;CRESTOR;"40 mg comp.x 28";AstraZeneca;3987.82;50;1993.91
37018;rosuvastatina;CRESTOR;"5 mg comp.x 28";AstraZeneca;1146.52;50;573.26
44948;saxagliptina;ONGLYZA;"2.5 mg comp.x 28";AstraZeneca;3101.38;50;1550.69
44949;saxagliptina;ONGLYZA;"5 mg comp.x 28";AstraZeneca;3318.35;50;1659.18
47940;"saxagliptina+metformina clorh.";"KOMBIGLYZE XR";"2.5/1000mg comp.rec.x 56";AstraZeneca;4852.02;50;2426.01
47941;"saxagliptina+metformina clorh.";"KOMBIGLYZE XR";"5/1000mg comp.rec.x 28";AstraZeneca;4388.35;50;2194.18
50321;terbutalina;"BRICANYL TURBUHALER";"0.5 mg/ds.env.x 100 ds.";AstraZeneca;326.19;80;65.24
47784;ticagrelor;BRILINTA;"90 mg comp.x 30";AstraZeneca;2909.58;50;1454.79
47785;ticagrelor;BRILINTA;"90 mg comp.x 60";AstraZeneca;6756.04;50;3378.02
20209;zafirlukast;ACCOLATE;"comp.x 28";AstraZeneca;377.08;60;150.83
24014;zolmitriptán;ZOMIGON;"2.5 mg comp.x 2";AstraZeneca;807.95;50;403.98
36597;azitromicina;AZITROX;"200 mg/5 ml susp.x 15 ml";Austral;321.34;60;128.54
36595;azitromicina;AZITROX;"500 mg comp.x 3";Austral;394.14;60;157.66
39722;azitromicina;AZITROX;"500 mg comp.x 6";Austral;544.78;60;217.91
40668;betametasona+gentamic.+miconazol;ADENIL;"cr.x 20 g";Austral;444.36;50;222.18
21669;claritromicina;MACROMICINA;"500 mg comp.x 16";Austral;1061.93;60;424.77
21510;"diclofenac dietilamina";"BANOCLUS GEL";"pomo x 50 g";Austral;301.27;50;150.64
40243;"diclofenac sódico";DICLOLAM;"75 mg comp.x 15";Austral;351.46;50;175.73
33946;finasteride;PROSTANIL;"5 mg comp.rec.x 30";Austral;775.75;50;387.88
18972;miconazol;MICOTRAL;"2% cr.x 30 g";Austral;298.77;50;149.39
16927;praziquantel;PRAZITRAL;"600 mg comp.x 4";Austral;341.43;50;170.72
45742;rifampicina;RIFALEP;"300 mg caps.x 8";Austral;358.99;60;143.6
46201;salbutamol;AEROLEP;"aer.inhal.c/adap.x 250ds";Austral;532.23;80;106.45
34499;simeticona;"AESIM 200";"200 mg comp.x 20";Austral;228.46;50;114.23
9897;simeticona;"SIMECON PEDIATRICO";"gts.x 30 ml";Austral;72.84;50;36.42
15187;"sulfadiazina de plata";SULFATRAL;"cr.x 400 g";Austral;788.32;50;394.16
46174;tobramicina;TOBRALEP;"sol.oft.esteril x 5 ml";Austral;278.64;60;111.46
46175;tobramicina+dexametasona;"TOBRALEP DX";"susp.oft.esteril x 5 ml";Austral;384.09;50;192.05
30809;vit.b.complejo;"POLI B FUERTE";"comp.rec.x 30";Austral;692.88;50;346.44
13762;vit.b1;"TIAMINA 300";"300 mg comp.x 30";Austral;253.55;50;126.78
43205;accesorio;"LANCETAS BD ULTRAFINE 30G";"env.x 100";BD;858.58;100;0
49769;"dispositivo para aplic.insulina";"AGUJAS BD ULTRAFINE 5MM 31G";"31G x 5mm caja x 100";BD;1134.75;100;0
50110;"dispositivo para aplic.insulina";"AGUJAS BD ULTRAFINE 8MM 31G";"31G x 8mm caja x 100";BD;1134.75;100;0
56746;"dispositivo para aplic.insulina";"AGUJAS BD ULTRAFINE 4MM 32G (EF)";"32G x 4mm caja x 100";BD;1134.75;100;0
49239;"dispositivo para aplic.insulina";"JERINGAS BD ULTRAFINE 0.3 ML AGUJA MINI";"Jer.0.3cc 6mmx31G x 100u";BD;1513.81;100;0
39121;"dispositivo para aplic.insulina";"JERINGAS BD ULTRAFINE 0.3 ML AGUJA CORTA";"Jer.0.3cc. 8mmx30G x100u";BD;1513.81;100;0
49238;"dispositivo para aplic.insulina";"JERINGAS BD ULTRAFINE 0.5 ML AGUJA MINI";"Jer.0.5cc 6mmx31G x 100u";BD;1513.81;100;0
39120;"dispositivo para aplic.insulina";"JERINGAS BD ULTRAFINE 0.5 ML AGUJA CORTA";"Jer.0.5cc 8mmx30G x 100u";BD;1513.81;100;0
49237;"dispositivo para aplic.insulina";"JERINGAS BD ULTRAFINE 1 ML AGUJA MINI";"Jer.1cc 6mmx31G x100u";BD;1513.81;100;0
39122;"dispositivo para aplic.insulina";"JERINGAS BD ULTRAFINE 1 ML AGUJA CORTA";"Jer.1cc 8mmx30G x 100u";BD;1513.81;100;0
37909;acenocumarol;AZECAR;"4 mg comp.x 30";Bagó;814.29;80;162.86
13492;acetilcarnitina;NEUROACTIL;"comp.x 30";Bagó;1444.09;50;722.05
17228;alprazolam;TRANQUINAL;"0.25 mg comp.x 50";Bagó;179.32;50;89.66
28029;alprazolam;TRANQUINAL;"0.5 mg comp.subl.x 30";Bagó;353.65;50;176.83
24646;alprazolam;TRANQUINAL;"0.5 mg comp.x 100";Bagó;571.54;50;285.77
31486;alprazolam;TRANQUINAL;"0.5 mg comp.x 30";Bagó;194.78;50;97.39
1033;alprazolam;TRANQUINAL;"0.5 mg comp.x 50";Bagó;281.54;50;140.77
49837;alprazolam;TRANQUINAL;"0.5 mg comp.x 60";Bagó;351.29;50;175.65
24647;alprazolam;TRANQUINAL;"1 mg comp.x 100";Bagó;905.45;50;452.73
31489;alprazolam;TRANQUINAL;"1 mg comp.x 30";Bagó;325.42;50;162.71
1034;alprazolam;TRANQUINAL;"1 mg comp.x 50";Bagó;596.76;50;298.38
49838;alprazolam;TRANQUINAL;"1 mg comp.x 60";Bagó;636.49;50;318.25
37911;alprazolam;TRANQUINAL;"1 mg/ml sol.x 30 ml";Bagó;269.57;50;134.79
24648;alprazolam;TRANQUINAL;"2 mg comp.x 100";Bagó;1537.54;50;768.77
31490;alprazolam;TRANQUINAL;"2 mg comp.x 30";Bagó;475.62;50;237.81
8774;alprazolam;TRANQUINAL;"2 mg comp.x 50";Bagó;830.85;50;415.43
49839;alprazolam;TRANQUINAL;"2 mg comp.x 60";Bagó;940.33;50;470.17
17561;alprazolam+sulpirida;"TRANQUINAL SOMA";"comp.x 30";Bagó;308;50;154
5409;amitriptilina;TRYPTANOL;"25 mg comp.x 100";Bagó;1139.18;50;569.59
39082;amitriptilina;TRYPTANOL;"25 mg comp.x 30";Bagó;356.18;50;178.09
50606;amitriptilina;TRYPTANOL;"75 mg comp.x 30";Bagó;784.87;50;392.44
50385;amlodipina;"CARDIOREX CDO";"10 mg comp.desin.oralx30";Bagó;1381.81;60;552.72
14575;amlodipina;CARDIOREX;"10 mg comp.x 30";Bagó;1301.48;60;520.59
50384;amlodipina;"CARDIOREX CDO";"5 mg comp.desin.oralx 30";Bagó;817.84;60;327.14
14574;amlodipina;CARDIOREX;"5 mg comp.x 30";Bagó;702.13;60;280.85
55456;amlodipina+losartán.potásico;"PRESIMAX A";"100/5 mg comp.rec.x 30";Bagó;888.22;50;444.11
55455;amlodipina+losartán.potásico;"PRESIMAX A";"50/5 mg comp.rec.x 30";Bagó;800.48;50;400.24
1064;amoxicilina;TRIFAMOX;"1000 mg comp.x 16";Bagó;941.78;60;376.71
1057;amoxicilina;TRIFAMOX;"250 mg jbe.x 120 ml";Bagó;378.95;60;151.58
1059;amoxicilina;TRIFAMOX;"500 mg comp.x 16";Bagó;278.07;60;111.23
20010;amoxicilina;TRIFAMOX;"500 mg comp.x 21";Bagó;338.5;60;135.4
30640;amoxicilina;TRIFAMOX;"500 mg comp.x 80";Bagó;1240.93;60;496.37
1061;amoxicilina;TRIFAMOX;"500 mg jbe.x 120 ml";Bagó;543.02;60;217.21
1060;amoxicilina;TRIFAMOX;"500 mg jbe.x 60 ml";Bagó;330.27;60;132.11
13491;amoxicilina;TRIFAMOX;"750 mg comp.x 16";Bagó;431.11;60;172.44
41597;amoxicilina;"TRIFAMOX DUO";"875 mg comp.mast.x 14";Bagó;416.81;60;166.72
25708;amoxicilina;"TRIFAMOX DUO";"875 mg comp.x 14";Bagó;419.99;60;168
26255;amoxicilina;"TRIFAMOX DUO";"susp.x 50 ml";Bagó;405.92;60;162.37
26256;amoxicilina;"TRIFAMOX DUO";"susp.x 90 ml";Bagó;679.63;60;271.85
30346;amoxicilina+ambroxol;"TRIFAMOX BRONQUIAL DUO";"comp.x 14";Bagó;680.94;50;340.47
32206;amoxicilina+ambroxol;"TRIFAMOX BRONQUIAL DUO";"susp.x 50 ml";Bagó;556.14;50;278.07
1071;amoxicilina+brovanexina;"TRIFAMOX BRONQUIAL";"500 mg comp.x 16";Bagó;669.68;50;334.84
1070;amoxicilina+brovanexina;"TRIFAMOX BRONQUIAL";"500 mg jbe.x 120 ml";Bagó;731.21;50;365.61
3635;amoxicilina+sulbactam;"TRIFAMOX IBL";"1500 mg iny.x 1";Bagó;326.91;60;130.76
26361;amoxicilina+sulbactam;"TRIFAMOX IBL DUO";"20 g susp.x 30 ml";Bagó;637.2;60;254.88
26362;amoxicilina+sulbactam;"TRIFAMOX IBL DUO";"20 g susp.x 60 ml";Bagó;1164.24;60;465.7
10002;amoxicilina+sulbactam;"TRIFAMOX IBL";"500 mg comp.x 16";Bagó;797.6;60;319.04
1074;amoxicilina+sulbactam;"TRIFAMOX IBL";"500 mg jbe.x 60 ml";Bagó;656.79;60;262.72
3634;amoxicilina+sulbactam;"TRIFAMOX IBL";"750 mg iny.x 1";Bagó;222.35;60;88.94
26356;amoxicilina+sulbactam;"TRIFAMOX IBL DUO";"875 mg comp.x 14";Bagó;900.66;60;360.26
1043;ampicilina;TRIFACILINA;"1000 mg comp.x 16";Bagó;806.27;60;322.51
1042;ampicilina;TRIFACILINA;"1000 mg comp.x 8";Bagó;405.31;60;162.12
1044;ampicilina;TRIFACILINA;"1000mg iny.liof.x1+solv.";Bagó;204.12;60;81.65
1047;ampicilina;TRIFACILINA;"500 mg comp.x 16";Bagó;549.4;60;219.76
1039;ampicilina;"TRIFACILINA FORTE";"jbe.x 120 ml";Bagó;434.91;60;173.96
35434;atenolol;PLENACOR;"100 mg comp.x 30";Bagó;346.94;80;69.39
35435;atenolol;PLENACOR;"100 mg comp.x 60";Bagó;724.8;80;144.96
35430;atenolol;PLENACOR;"25 mg comp.x 30";Bagó;225.37;80;45.07
35431;atenolol;PLENACOR;"25 mg comp.x 60";Bagó;446.91;80;89.38
35432;atenolol;PLENACOR;"50 mg comp.x 30";Bagó;251.52;80;50.3
35433;atenolol;PLENACOR;"50 mg comp.x 60";Bagó;526.36;80;105.27
28105;atenolol+asoc.;"PLENACOR D";"comp.x 30";Bagó;844.65;60;337.86
4635;biperideno;AKINETON;"comp.x 20";Bagó;291.68;80;58.34
4637;biperideno;AKINETON;"comp.x 60";Bagó;754.86;80;150.97
1011;bromazepam;OCTANYL;"12 mg comp.x 50";Bagó;612.36;50;306.18
1009;bromazepam;OCTANYL;"3 mg comp.x 50";Bagó;390.5;50;195.25
1010;bromazepam;OCTANYL;"6 mg comp.x 50";Bagó;726.44;50;363.22
40705;calcio.carbonato+vit.d3;VITACAL;"D/Leche caram.mast.x 60";Bagó;617.21;60;246.88
10634;carbamazepina;ACTINERVAL;"200 mg comp.x 30";Bagó;629.33;80;125.87
10635;carbamazepina;ACTINERVAL;"200 mg comp.x 60";Bagó;1109.71;80;221.94
46149;carvedilol;"CARVEDIL RETARD";"10 mg caps.lib.prol.x 28";Bagó;451.58;60;180.63
31741;carvedilol;CARVEDIL;"12.5 mg comp.x 28";Bagó;560.36;60;224.14
46385;carvedilol;CARVEDIL;"12.5 mg comp.x 56";Bagó;799.88;60;319.95
46150;carvedilol;"CARVEDIL RETARD";"20 mg caps.lib.prol.x 28";Bagó;811.3;60;324.52
31742;carvedilol;CARVEDIL;"25 mg comp.x 28";Bagó;646.79;60;258.72
46386;carvedilol;CARVEDIL;"25 mg comp.x 56";Bagó;987.98;60;395.19
35257;carvedilol;CARVEDIL;"3.125 mg comp.x 28";Bagó;270.94;60;108.38
46151;carvedilol;"CARVEDIL RETARD";"40 mg caps.lib.prol.x 28";Bagó;996.33;60;398.53
40051;carvedilol;CARVEDIL;"50 mg comp.x 28";Bagó;1166.24;60;466.5
31740;carvedilol;CARVEDIL;"6.25 mg comp.x 28";Bagó;498;60;199.2
46152;carvedilol;"CARVEDIL RETARD";"80 mg caps.lib.prol.x 28";Bagó;1175.24;60;470.1
38612;carvedilol+hidroclorotiazida;"CARVEDIL D";"25 mg/12.5 mg comp.x 28";Bagó;874.05;50;437.03
38258;cefalexina;"SEPTILISIN DUO";"1000 mg comp.x 14";Bagó;877.26;60;350.9
1025;cefalexina;SEPTILISIN;"500 mg comp.x 16";Bagó;434.81;60;173.92
18458;cefalexina;SEPTILISIN;"500 mg comp.x 8";Bagó;259.23;60;103.69
1026;cefalexina;SEPTILISIN;"500 mg susp.x 60 ml";Bagó;481.57;60;192.63
18460;cefalexina;SEPTILISIN;"500 mg susp.x 90 ml";Bagó;527.98;60;211.19
911;cefazolina;CEFALOMICINA;"1000 mg iny.liof.f.a.x 1";Bagó;454.14;60;181.66
54127;cefixima;VIXCEF;"400 mg comp.x 12";Bagó;3229.56;60;1291.82
4919;cefixima;VIXCEF;"400 mg comp.x 6";Bagó;1886.34;60;754.54
4980;cefixima;VIXCEF;"susp.x 30 ml";Bagó;665.36;60;266.14
5036;cefixima;VIXCEF;"susp.x 60 ml";Bagó;1285.38;60;514.15
1650;ciprofloxacina;SEPTICIDE;"500 mg comp.x 10";Bagó;626.87;60;250.75
29041;citalopram;HUMORAP;"20 mg comp.x 28";Bagó;1327.47;50;663.74
33725;citalopram;HUMORAP;"40 mg comp.x 28";Bagó;2060.87;50;1030.44
28103;clonazepam;NEURYL;"0.25 mg comp.x 50";Bagó;292.35;50;146.18
35428;clonazepam;NEURYL;"0.5 mg comp.x 30";Bagó;338.07;50;169.04
26895;clonazepam;NEURYL;"0.5 mg comp.x 50";Bagó;539.76;50;269.88
52332;clonazepam;NEURYL;"0.5 mg comp.x 60";Bagó;540.02;50;270.01
28104;clonazepam;NEURYL;"1 mg comp.x 50";Bagó;513.07;50;256.54
52333;clonazepam;NEURYL;"1 mg comp.x 60";Bagó;570.56;50;285.28
35429;clonazepam;NEURYL;"2 mg comp.x 30";Bagó;354.97;80;70.99
26896;clonazepam;NEURYL;"2 mg comp.x 50";Bagó;632.67;80;126.53
52337;clonazepam;NEURYL;"2 mg comp.x 60";Bagó;585.27;80;117.05
30024;clonazepam;NEURYL;"Flash 0.5 mg comp.x 50";Bagó;702.22;50;351.11
28545;clonazepam;NEURYL;"gts.x 20 ml";Bagó;410.12;50;205.06
49142;clopidogrel;TROKEN;"75 mg comp.x 15";Bagó;1443.36;50;721.68
49143;clopidogrel;TROKEN;"75 mg comp.x 30";Bagó;2931.01;50;1465.51
43703;darifenacina;ENABLEX;"7.5mg comp.lib.prol.x 28";Bagó;2091.56;50;1045.78
11082;dehidrocólico.ác.+asoc.;"BIL 13";"comp.x 100";Bagó;1792.46;50;896.23
900;dehidrocólico.ác.+asoc.;"BIL 13";"comp.x 20";Bagó;456.55;50;228.28
4953;dehidrocólico.ác.+asoc.;"BIL 13";"comp.x 40";Bagó;784.01;50;392.01
49281;desvenlafaxina;ALFAXIN;"50mg comp.rec.lib.pr.x30";Bagó;1230.71;50;615.36
46744;"diclofenac potásico";"DIOXAFLEX MIGRA";"50 mg comp.x 20";Bagó;425.73;50;212.87
46745;"diclofenac potásico";"DIOXAFLEX MIGRA";"50 mg sob.x 20";Bagó;478.57;50;239.29
28102;"diclofenac potásico";DIOXAFLEX;"susp.x 90 ml";Bagó;324.02;50;162.01
31982;"diclofenac sódico";"DIOXAFLEX CB";"50 mg caps.blandas x 15";Bagó;268.59;50;134.3
42401;"diclofenac sódico";"DIOXAFLEX CB";"50 mg caps.blandas x 30";Bagó;536.18;50;268.09
23970;"diclofenac sódico";"DIOXAFLEX RAPID";"50 mg gran.sob.x20";Bagó;662.2;50;331.1
46561;"diclofenac sódico";DIOXAFLEX;"75 mg comp.mast.x 15";Bagó;711.74;50;355.87
15886;"diclofenac sódico";DIOXAFLEX;"75 mg comp.x 15";Bagó;728.71;50;364.36
15887;"diclofenac sódico";DIOXAFLEX;"75 mg comp.x 30";Bagó;1269.85;50;634.93
17227;"diclofenac sódico";DIOXAFLEX;"Parches x 5";Bagó;1356.91;50;678.46
45301;"diclofenac sódico";"DIOXAFLEX CB 75";"caps.blandas x 15";Bagó;859.78;50;429.89
49836;"diclofenac sódico";"DIOXAFLEX CB 75";"caps.blandas x 30";Bagó;1700.79;50;850.4
30638;"diclofenac sódico";DIOXAFLEX;"comp.x 100";Bagó;801.46;50;400.73
6351;"diclofenac sódico";"DIOXAFLEX RETARD";"comp.x 20";Bagó;900.66;50;450.33
5453;"diclofenac sódico";DIOXAFLEX;"comp.x 20";Bagó;323.59;50;161.8
5454;"diclofenac sódico";DIOXAFLEX;"comp.x 40";Bagó;544.62;50;272.31
44894;"diclofenac sódico";"DIOXAFLEX 5%";"gel x 50 g";Bagó;575.48;50;287.74
9272;"diclofenac sódico";DIOXAFLEX;"iny.a.x 5 x 3 ml";Bagó;359.73;50;179.87
51035;"diclofenac sódico+codeína";"NOVO KLOSIDOL E-3";"comp.rec.x 36";Bagó;1348.01;50;674.01
46116;"diclofenac sódico+omeprazol";"DIOXAFLEX PROTECT";"caps.x 10";Bagó;562.74;50;281.37
46117;"diclofenac sódico+omeprazol";"DIOXAFLEX PROTECT";"caps.x 30";Bagó;1639.09;50;819.55
39904;diclofenac+paracetamol;"DIOXAFLEX CB GESIC";"caps.blandas x 10";Bagó;501.62;50;250.81
21105;diclofenac+paracetamol;"DIOXAFLEX GESIC";"comp.x 10";Bagó;279.73;50;139.87
21107;diclofenac+paracetamol;"DIOXAFLEX GESIC";"comp.x 20";Bagó;550.72;50;275.36
31984;diclofenac+pridinol;"DIOXAFLEX CB PLUS";"caps.blandas x 15";Bagó;673.27;50;336.64
16308;diclofenac+pridinol;"DIOXAFLEX PLUS";"comp.x 15";Bagó;556.24;50;278.12
16309;diclofenac+pridinol;"DIOXAFLEX PLUS";"comp.x 30";Bagó;936.19;50;468.1
44308;diclofenac+pridinol;"DIOXAFLEX PLUS";"iny.a.x 3";Bagó;633.05;50;316.53
44309;diclofenac+pridinol;"DIOXAFLEX PLUS";"iny.a.x 6";Bagó;1057.34;50;528.67
45444;diclofenac+vit.b.complejo;"DIOXAFLEX COMPLEX";"comp.rec.x 15";Bagó;746.27;50;373.14
45770;diclofenac+vit.b.complejo;"DIOXAFLEX COMPLEX";"iny.a.x 3/3";Bagó;835.48;50;417.74
11085;diclofenac+vit.b12+betametasona;"DIOXAFLEX B12";"comp.x 20";Bagó;1077.87;50;538.94
32860;diclofenac+vit.b12+betametasona;"DIOXAFLEX B12";"iny.a.x 3";Bagó;897.22;50;448.61
32861;diclofenac+vit.b12+betametasona;"DIOXAFLEX B12";"iny.a.x 6";Bagó;1677.13;50;838.57
9274;diltiazem;"INCORIL AP";"120 mg comp.x 30";Bagó;922.08;60;368.83
9277;diltiazem;"INCORIL MONODOSIS";"180 mg comp.x 30";Bagó;1064.25;60;425.7
9278;diltiazem;"INCORIL MONODOSIS";"240 mg comp.x 30";Bagó;1553.46;60;621.38
22294;diltiazem;"INCORIL MONODOSIS";"300 mg comp.x 30";Bagó;1933.02;60;773.21
968;diltiazem;INCORIL;"60 mg comp.x 60";Bagó;625.53;60;250.21
969;diltiazem;"INCORIL AP";"90 mg comp.x 30";Bagó;644.2;60;257.68
970;diltiazem;"INCORIL AP";"90 mg comp.x 60";Bagó;1196.16;60;478.46
943;diosmina;"FLEBOTROPIN 300";"comp.x 20";Bagó;554.97;50;277.49
944;diosmina;"FLEBOTROPIN 300";"comp.x 40";Bagó;1055.24;50;527.62
22295;"diosmina+hesperidina micronizada";"FLEBOTROPIN 500";"comp.x 30";Bagó;1365.21;50;682.61
3457;enalapril;GLIOTEN;"10 mg comp.x 30";Bagó;383.21;80;76.64
3462;enalapril;GLIOTEN;"10 mg comp.x 60";Bagó;766.36;80;153.27
16939;enalapril;GLIOTEN;"2.5 mg comp.x 30";Bagó;100.19;80;20.04
16940;enalapril;GLIOTEN;"2.5 mg comp.x 60";Bagó;200.37;80;40.07
3463;enalapril;GLIOTEN;"20 mg comp.x 30";Bagó;498.23;80;99.65
3464;enalapril;GLIOTEN;"20 mg comp.x 60";Bagó;996.44;80;199.29
11087;enalapril;GLIOTEN;"5 mg comp.x 30";Bagó;288.24;80;57.65
11088;enalapril;GLIOTEN;"5 mg comp.x 60";Bagó;575.63;80;115.13
9273;enalapril+hidroclorotiazida;GLIOTENZIDE;"10 mg comp.x 30";Bagó;635.37;80;127.07
20471;enalapril+hidroclorotiazida;GLIOTENZIDE;"20 mg comp.x 30";Bagó;840.7;80;168.14
33748;ergotamina+cafeína+asoc.;"MIGRA DIOXADOL";"comp.x 10";Bagó;167.15;50;83.58
9947;eritromicina;PANTOMICINA;"E.S.200 mg susp.x 100 ml";Bagó;516.86;50;258.43
3240;eritromicina;PANTOMICINA;"E.S.400 mg susp.x 60 ml";Bagó;591.78;50;295.89
11986;eritromicina;PANTOMICINA;"E.S.500 mg comp.x 16";Bagó;531.67;50;265.84
41833;escitalopram;"NOVO HUMORAP";"10 mg comp.rec.x 28";Bagó;1621.81;50;810.91
41832;escitalopram;"NOVO HUMORAP";"20 mg comp.rec.x 28";Bagó;2908.36;50;1454.18
35237;esomeprazol;ESOPRAZOL;"20 mg comp.x 28";Bagó;1249.73;50;624.87
35238;esomeprazol;ESOPRAZOL;"40 mg comp.x 28";Bagó;1963.36;50;981.68
51084;etonogestrel+etinilestradiol;CIRCLET;"anillo vaginal sob.x 1";Bagó;1536;50;768
54078;etoricoxib;FLOGOCOX;"120 mg comp.rec.x 7";Bagó;679.96;50;339.98
54075;etoricoxib;FLOGOCOX;"60 mg comp.x 28";Bagó;1548.15;50;774.08
54076;etoricoxib;FLOGOCOX;"90 mg comp.rec.x 14";Bagó;1241.69;50;620.85
54077;etoricoxib;FLOGOCOX;"90 mg comp.rec.x 28";Bagó;1926.59;50;963.3
48310;fenofíbrico.ác.;LIPOMAX;"105 mg comp.x 30";Bagó;1485.95;60;594.38
48309;fenofíbrico.ác.;LIPOMAX;"35 mg comp.x 30";Bagó;1254.65;60;501.86
3201;fluoxetina;NEUPAX;"comp.x 30";Bagó;721.84;50;360.92
20281;ftalilsulfatiazol+asoc.;ESTREPTOCARBOCAFTIAZOL;"comp.x 30";Bagó;547.59;50;273.8
20282;ftalilsulfatiazol+asoc.;ESTREPTOCARBOCAFTIAZOL;"comp.x 60";Bagó;1068.61;50;534.31
965;gemfibrozil;"HIPOLIXAN 600";"comp.x 30";Bagó;954.39;60;381.76
45027;gemfibrozil;"HIPOLIXAN 900";"comp.x 30";Bagó;1210.36;60;484.14
961;gentamicina;GLEVOMICINA;"400 mg iny.f.a.x 1 x10ml";Bagó;501.46;60;200.58
28415;glucosamina;ARTRILASE;"sob.x 30";Bagó;1446.79;50;723.4
39906;hialurónico.ác.;HYALART;"jga.prell.x 2 ml";Bagó;4031.55;50;2015.78
40423;hidroclorotiazida;DIUREX;"12.5 mg comp.x 30";Bagó;401.94;50;200.97
5739;hidroclorotiazida;DIUREX;"25 mg comp.x 30";Bagó;501.88;50;250.94
19765;hidroclorotiazida;DIUREX;"50 mg comp.x 60";Bagó;1028.38;50;514.19
41831;hidroclorotiazida+amilorida;"DIUREX A";"12.5/1.25 mg comp.x 30";Bagó;279.11;50;139.56
36779;hidroclorotiazida+amilorida;"DIUREX A";"25/2.5 mg comp.x 30";Bagó;270.71;50;135.36
32448;hidroclorotiazida+amilorida;"DIUREX A";"50/5 mg comp.x 30";Bagó;312.91;50;156.46
36161;ibuprofeno;"AFEBRIL FORTE";"40 mg/ml susp.x 100 ml";Bagó;314.09;50;157.05
33956;ibuprofeno+pseudoefedrina;IBUNASTIZOL;"caps.blandas x 12";Bagó;226.61;50;113.31
20585;isoefedrina+asoc.;"NASTIZOL COMPOSITUM";"comp.x 20";Bagó;546.53;50;273.27
20284;isosorbide.mononitrato;"MONOTRIN 100 RETARD";"comp.x 20";Bagó;1161.89;60;464.76
12832;isosorbide.mononitrato;"MONOTRIN 40";"comp.x 20";Bagó;528.55;60;211.42
12830;isosorbide.mononitrato;"MONOTRIN 20";"comp.x 20";Bagó;220.22;60;88.09
46876;ketorolac;ZERODOL;"10 mg comp.subl.x 10";Bagó;442.06;50;221.03
46875;ketorolac;ZERODOL;"20 mg comp.x 10";Bagó;454.86;50;227.43
